"","IC","Model","marg","N","J","TAU0","TAU1","G10","G20","p_choose"
"3254","WAIC",5,20,10,0.04,0.04,0.2,0.4,1,0.12
"3255","LOO",5,20,10,0.04,0.04,0.2,0.4,1,0.12
"3256","DIC",1,50,10,0.04,0.04,0.2,0.4,1,0.55
"3257","WAIC",1,50,10,0.04,0.04,0.2,0.4,1,0.54
"3258","LOO",1,50,10,0.04,0.04,0.2,0.4,1,0.53
"3259","DIC",2,50,10,0.04,0.04,0.2,0.4,1,0.26
"3260","WAIC",2,50,10,0.04,0.04,0.2,0.4,1,0.2
"3261","LOO",2,50,10,0.04,0.04,0.2,0.4,1,0.2
"3262","DIC",3,50,10,0.04,0.04,0.2,0.4,1,0.09
"3263","WAIC",3,50,10,0.04,0.04,0.2,0.4,1,0.15
"3264","LOO",3,50,10,0.04,0.04,0.2,0.4,1,0.16
"3265","DIC",4,50,10,0.04,0.04,0.2,0.4,1,0
"3266","WAIC",4,50,10,0.04,0.04,0.2,0.4,1,0
"3267","LOO",4,50,10,0.04,0.04,0.2,0.4,1,0
"3268","DIC",5,50,10,0.04,0.04,0.2,0.4,1,0.1
"3269","WAIC",5,50,10,0.04,0.04,0.2,0.4,1,0.11
"3270","LOO",5,50,10,0.04,0.04,0.2,0.4,1,0.11
"3271","DIC",1,70,10,0.04,0.04,0.2,0.4,1,0.52
"3272","WAIC",1,70,10,0.04,0.04,0.2,0.4,1,0.55
"3273","LOO",1,70,10,0.04,0.04,0.2,0.4,1,0.55
"3274","DIC",2,70,10,0.04,0.04,0.2,0.4,1,0.27
"3275","WAIC",2,70,10,0.04,0.04,0.2,0.4,1,0.22
"3276","LOO",2,70,10,0.04,0.04,0.2,0.4,1,0.22
"3277","DIC",3,70,10,0.04,0.04,0.2,0.4,1,0.1
"3278","WAIC",3,70,10,0.04,0.04,0.2,0.4,1,0.12
"3279","LOO",3,70,10,0.04,0.04,0.2,0.4,1,0.12
"3280","DIC",4,70,10,0.04,0.04,0.2,0.4,1,0
"3281","WAIC",4,70,10,0.04,0.04,0.2,0.4,1,0
"3282","LOO",4,70,10,0.04,0.04,0.2,0.4,1,0
"3283","DIC",5,70,10,0.04,0.04,0.2,0.4,1,0.11
"3284","WAIC",5,70,10,0.04,0.04,0.2,0.4,1,0.11
"3285","LOO",5,70,10,0.04,0.04,0.2,0.4,1,0.11
"3286","DIC",1,20,50,0.04,0.04,0.2,0.4,1,0.69
"3287","WAIC",1,20,50,0.04,0.04,0.2,0.4,1,0.66
"3288","LOO",1,20,50,0.04,0.04,0.2,0.4,1,0.66
"3289","DIC",2,20,50,0.04,0.04,0.2,0.4,1,0.03
"3290","WAIC",2,20,50,0.04,0.04,0.2,0.4,1,0.04
"3291","LOO",2,20,50,0.04,0.04,0.2,0.4,1,0.04
"3292","DIC",3,20,50,0.04,0.04,0.2,0.4,1,0.05
"3293","WAIC",3,20,50,0.04,0.04,0.2,0.4,1,0.1
"3294","LOO",3,20,50,0.04,0.04,0.2,0.4,1,0.1
"3295","DIC",4,20,50,0.04,0.04,0.2,0.4,1,0
"3296","WAIC",4,20,50,0.04,0.04,0.2,0.4,1,0
"3297","LOO",4,20,50,0.04,0.04,0.2,0.4,1,0
"3298","DIC",5,20,50,0.04,0.04,0.2,0.4,1,0.23
"3299","WAIC",5,20,50,0.04,0.04,0.2,0.4,1,0.2
"3300","LOO",5,20,50,0.04,0.04,0.2,0.4,1,0.2
"3301","DIC",1,50,50,0.04,0.04,0.2,0.4,1,0.75
"3302","WAIC",1,50,50,0.04,0.04,0.2,0.4,1,0.75
"3303","LOO",1,50,50,0.04,0.04,0.2,0.4,1,0.74
"3304","DIC",2,50,50,0.04,0.04,0.2,0.4,1,0
"3305","WAIC",2,50,50,0.04,0.04,0.2,0.4,1,0
"3306","LOO",2,50,50,0.04,0.04,0.2,0.4,1,0
"3307","DIC",3,50,50,0.04,0.04,0.2,0.4,1,0.14
"3308","WAIC",3,50,50,0.04,0.04,0.2,0.4,1,0.13
"3309","LOO",3,50,50,0.04,0.04,0.2,0.4,1,0.13
"3310","DIC",4,50,50,0.04,0.04,0.2,0.4,1,0
"3311","WAIC",4,50,50,0.04,0.04,0.2,0.4,1,0
"3312","LOO",4,50,50,0.04,0.04,0.2,0.4,1,0
"3313","DIC",5,50,50,0.04,0.04,0.2,0.4,1,0.11
"3314","WAIC",5,50,50,0.04,0.04,0.2,0.4,1,0.12
"3315","LOO",5,50,50,0.04,0.04,0.2,0.4,1,0.13
"3316","DIC",1,70,50,0.04,0.04,0.2,0.4,1,0.8
"3317","WAIC",1,70,50,0.04,0.04,0.2,0.4,1,0.76
"3318","LOO",1,70,50,0.04,0.04,0.2,0.4,1,0.76
"3319","DIC",2,70,50,0.04,0.04,0.2,0.4,1,0
"3320","WAIC",2,70,50,0.04,0.04,0.2,0.4,1,0
"3321","LOO",2,70,50,0.04,0.04,0.2,0.4,1,0
"3322","DIC",3,70,50,0.04,0.04,0.2,0.4,1,0.08
"3323","WAIC",3,70,50,0.04,0.04,0.2,0.4,1,0.1
"3324","LOO",3,70,50,0.04,0.04,0.2,0.4,1,0.1
"3325","DIC",4,70,50,0.04,0.04,0.2,0.4,1,0
"3326","WAIC",4,70,50,0.04,0.04,0.2,0.4,1,0
"3327","LOO",4,70,50,0.04,0.04,0.2,0.4,1,0
"3328","DIC",5,70,50,0.04,0.04,0.2,0.4,1,0.12
"3329","WAIC",5,70,50,0.04,0.04,0.2,0.4,1,0.14
"3330","LOO",5,70,50,0.04,0.04,0.2,0.4,1,0.14
"3331","DIC",1,20,100,0.04,0.04,0.2,0.4,1,0.74
"3332","WAIC",1,20,100,0.04,0.04,0.2,0.4,1,0.76
"3333","LOO",1,20,100,0.04,0.04,0.2,0.4,1,0.77
"3334","DIC",2,20,100,0.04,0.04,0.2,0.4,1,0.01
"3335","WAIC",2,20,100,0.04,0.04,0.2,0.4,1,0.01
"3336","LOO",2,20,100,0.04,0.04,0.2,0.4,1,0.01
"3337","DIC",3,20,100,0.04,0.04,0.2,0.4,1,0.1
"3338","WAIC",3,20,100,0.04,0.04,0.2,0.4,1,0.09
"3339","LOO",3,20,100,0.04,0.04,0.2,0.4,1,0.08
"3340","DIC",4,20,100,0.04,0.04,0.2,0.4,1,0
"3341","WAIC",4,20,100,0.04,0.04,0.2,0.4,1,0
"3342","LOO",4,20,100,0.04,0.04,0.2,0.4,1,0
"3343","DIC",5,20,100,0.04,0.04,0.2,0.4,1,0.15
"3344","WAIC",5,20,100,0.04,0.04,0.2,0.4,1,0.14
"3345","LOO",5,20,100,0.04,0.04,0.2,0.4,1,0.14
"3346","DIC",1,50,100,0.04,0.04,0.2,0.4,1,0.69
"3347","WAIC",1,50,100,0.04,0.04,0.2,0.4,1,0.65
"3348","LOO",1,50,100,0.04,0.04,0.2,0.4,1,0.64
"3349","DIC",2,50,100,0.04,0.04,0.2,0.4,1,0
"3350","WAIC",2,50,100,0.04,0.04,0.2,0.4,1,0
"3351","LOO",2,50,100,0.04,0.04,0.2,0.4,1,0
"3352","DIC",3,50,100,0.04,0.04,0.2,0.4,1,0.14
"3353","WAIC",3,50,100,0.04,0.04,0.2,0.4,1,0.16
"3354","LOO",3,50,100,0.04,0.04,0.2,0.4,1,0.18
"3355","DIC",4,50,100,0.04,0.04,0.2,0.4,1,0
"3356","WAIC",4,50,100,0.04,0.04,0.2,0.4,1,0
"3357","LOO",4,50,100,0.04,0.04,0.2,0.4,1,0
"3358","DIC",5,50,100,0.04,0.04,0.2,0.4,1,0.17
"3359","WAIC",5,50,100,0.04,0.04,0.2,0.4,1,0.19
"3360","LOO",5,50,100,0.04,0.04,0.2,0.4,1,0.18
"3361","DIC",1,70,100,0.04,0.04,0.2,0.4,1,0.62
"3362","WAIC",1,70,100,0.04,0.04,0.2,0.4,1,0.65
"3363","LOO",1,70,100,0.04,0.04,0.2,0.4,1,0.61
"3364","DIC",2,70,100,0.04,0.04,0.2,0.4,1,0
"3365","WAIC",2,70,100,0.04,0.04,0.2,0.4,1,0
"3366","LOO",2,70,100,0.04,0.04,0.2,0.4,1,0
"3367","DIC",3,70,100,0.04,0.04,0.2,0.4,1,0.21
"3368","WAIC",3,70,100,0.04,0.04,0.2,0.4,1,0.18
"3369","LOO",3,70,100,0.04,0.04,0.2,0.4,1,0.19
"3370","DIC",4,70,100,0.04,0.04,0.2,0.4,1,0
"3371","WAIC",4,70,100,0.04,0.04,0.2,0.4,1,0
"3372","LOO",4,70,100,0.04,0.04,0.2,0.4,1,0
"3373","DIC",5,70,100,0.04,0.04,0.2,0.4,1,0.17
"3374","WAIC",5,70,100,0.04,0.04,0.2,0.4,1,0.17
"3375","LOO",5,70,100,0.04,0.04,0.2,0.4,1,0.2
"3376","DIC",1,20,10,0.16,0.04,0.2,0.4,1,0.24
"3377","WAIC",1,20,10,0.16,0.04,0.2,0.4,1,0.28
"3378","LOO",1,20,10,0.16,0.04,0.2,0.4,1,0.28
"3379","DIC",2,20,10,0.16,0.04,0.2,0.4,1,0.55
"3380","WAIC",2,20,10,0.16,0.04,0.2,0.4,1,0.51
"3381","LOO",2,20,10,0.16,0.04,0.2,0.4,1,0.52
"3382","DIC",3,20,10,0.16,0.04,0.2,0.4,1,0.09
"3383","WAIC",3,20,10,0.16,0.04,0.2,0.4,1,0.1
"3384","LOO",3,20,10,0.16,0.04,0.2,0.4,1,0.09
"3385","DIC",4,20,10,0.16,0.04,0.2,0.4,1,0
"3386","WAIC",4,20,10,0.16,0.04,0.2,0.4,1,0
"3387","LOO",4,20,10,0.16,0.04,0.2,0.4,1,0
"3388","DIC",5,20,10,0.16,0.04,0.2,0.4,1,0.12
"3389","WAIC",5,20,10,0.16,0.04,0.2,0.4,1,0.11
"3390","LOO",5,20,10,0.16,0.04,0.2,0.4,1,0.11
"3391","DIC",1,50,10,0.16,0.04,0.2,0.4,1,0.5
"3392","WAIC",1,50,10,0.16,0.04,0.2,0.4,1,0.55
"3393","LOO",1,50,10,0.16,0.04,0.2,0.4,1,0.54
"3394","DIC",2,50,10,0.16,0.04,0.2,0.4,1,0.28
"3395","WAIC",2,50,10,0.16,0.04,0.2,0.4,1,0.24
"3396","LOO",2,50,10,0.16,0.04,0.2,0.4,1,0.24
"3397","DIC",3,50,10,0.16,0.04,0.2,0.4,1,0.12
"3398","WAIC",3,50,10,0.16,0.04,0.2,0.4,1,0.1
"3399","LOO",3,50,10,0.16,0.04,0.2,0.4,1,0.11
"3400","DIC",4,50,10,0.16,0.04,0.2,0.4,1,0
"3401","WAIC",4,50,10,0.16,0.04,0.2,0.4,1,0
"3402","LOO",4,50,10,0.16,0.04,0.2,0.4,1,0
"3403","DIC",5,50,10,0.16,0.04,0.2,0.4,1,0.1
"3404","WAIC",5,50,10,0.16,0.04,0.2,0.4,1,0.11
"3405","LOO",5,50,10,0.16,0.04,0.2,0.4,1,0.11
"3406","DIC",1,70,10,0.16,0.04,0.2,0.4,1,0.53
"3407","WAIC",1,70,10,0.16,0.04,0.2,0.4,1,0.57
"3408","LOO",1,70,10,0.16,0.04,0.2,0.4,1,0.57
"3409","DIC",2,70,10,0.16,0.04,0.2,0.4,1,0.15
"3410","WAIC",2,70,10,0.16,0.04,0.2,0.4,1,0.11
"3411","LOO",2,70,10,0.16,0.04,0.2,0.4,1,0.11
"3412","DIC",3,70,10,0.16,0.04,0.2,0.4,1,0.14
"3413","WAIC",3,70,10,0.16,0.04,0.2,0.4,1,0.15
"3414","LOO",3,70,10,0.16,0.04,0.2,0.4,1,0.15
"3415","DIC",4,70,10,0.16,0.04,0.2,0.4,1,0
"3416","WAIC",4,70,10,0.16,0.04,0.2,0.4,1,0
"3417","LOO",4,70,10,0.16,0.04,0.2,0.4,1,0
"3418","DIC",5,70,10,0.16,0.04,0.2,0.4,1,0.18
"3419","WAIC",5,70,10,0.16,0.04,0.2,0.4,1,0.17
"3420","LOO",5,70,10,0.16,0.04,0.2,0.4,1,0.17
"3421","DIC",1,20,50,0.16,0.04,0.2,0.4,1,0.67
"3422","WAIC",1,20,50,0.16,0.04,0.2,0.4,1,0.68
"3423","LOO",1,20,50,0.16,0.04,0.2,0.4,1,0.67
"3424","DIC",2,20,50,0.16,0.04,0.2,0.4,1,0.01
"3425","WAIC",2,20,50,0.16,0.04,0.2,0.4,1,0.01
"3426","LOO",2,20,50,0.16,0.04,0.2,0.4,1,0.01
"3427","DIC",3,20,50,0.16,0.04,0.2,0.4,1,0.17
"3428","WAIC",3,20,50,0.16,0.04,0.2,0.4,1,0.17
"3429","LOO",3,20,50,0.16,0.04,0.2,0.4,1,0.16
"3430","DIC",4,20,50,0.16,0.04,0.2,0.4,1,0
"3431","WAIC",4,20,50,0.16,0.04,0.2,0.4,1,0
"3432","LOO",4,20,50,0.16,0.04,0.2,0.4,1,0
"3433","DIC",5,20,50,0.16,0.04,0.2,0.4,1,0.15
"3434","WAIC",5,20,50,0.16,0.04,0.2,0.4,1,0.14
"3435","LOO",5,20,50,0.16,0.04,0.2,0.4,1,0.16
"3436","DIC",1,50,50,0.16,0.04,0.2,0.4,1,0.75
"3437","WAIC",1,50,50,0.16,0.04,0.2,0.4,1,0.75
"3438","LOO",1,50,50,0.16,0.04,0.2,0.4,1,0.74
"3439","DIC",2,50,50,0.16,0.04,0.2,0.4,1,0
"3440","WAIC",2,50,50,0.16,0.04,0.2,0.4,1,0
"3441","LOO",2,50,50,0.16,0.04,0.2,0.4,1,0
"3442","DIC",3,50,50,0.16,0.04,0.2,0.4,1,0.09
"3443","WAIC",3,50,50,0.16,0.04,0.2,0.4,1,0.08
"3444","LOO",3,50,50,0.16,0.04,0.2,0.4,1,0.09
"3445","DIC",4,50,50,0.16,0.04,0.2,0.4,1,0
"3446","WAIC",4,50,50,0.16,0.04,0.2,0.4,1,0
"3447","LOO",4,50,50,0.16,0.04,0.2,0.4,1,0
"3448","DIC",5,50,50,0.16,0.04,0.2,0.4,1,0.16
"3449","WAIC",5,50,50,0.16,0.04,0.2,0.4,1,0.17
"3450","LOO",5,50,50,0.16,0.04,0.2,0.4,1,0.17
"3451","DIC",1,70,50,0.16,0.04,0.2,0.4,1,0.71
"3452","WAIC",1,70,50,0.16,0.04,0.2,0.4,1,0.72
"3453","LOO",1,70,50,0.16,0.04,0.2,0.4,1,0.72
"3454","DIC",2,70,50,0.16,0.04,0.2,0.4,1,0
"3455","WAIC",2,70,50,0.16,0.04,0.2,0.4,1,0
"3456","LOO",2,70,50,0.16,0.04,0.2,0.4,1,0
"3457","DIC",3,70,50,0.16,0.04,0.2,0.4,1,0.11
"3458","WAIC",3,70,50,0.16,0.04,0.2,0.4,1,0.11
"3459","LOO",3,70,50,0.16,0.04,0.2,0.4,1,0.11
"3460","DIC",4,70,50,0.16,0.04,0.2,0.4,1,0
"3461","WAIC",4,70,50,0.16,0.04,0.2,0.4,1,0
"3462","LOO",4,70,50,0.16,0.04,0.2,0.4,1,0
"3463","DIC",5,70,50,0.16,0.04,0.2,0.4,1,0.18
"3464","WAIC",5,70,50,0.16,0.04,0.2,0.4,1,0.17
"3465","LOO",5,70,50,0.16,0.04,0.2,0.4,1,0.17
"3466","DIC",1,20,100,0.16,0.04,0.2,0.4,1,0.78
"3467","WAIC",1,20,100,0.16,0.04,0.2,0.4,1,0.73
"3468","LOO",1,20,100,0.16,0.04,0.2,0.4,1,0.72
"3469","DIC",2,20,100,0.16,0.04,0.2,0.4,1,0
"3470","WAIC",2,20,100,0.16,0.04,0.2,0.4,1,0
"3471","LOO",2,20,100,0.16,0.04,0.2,0.4,1,0
"3472","DIC",3,20,100,0.16,0.04,0.2,0.4,1,0.13
"3473","WAIC",3,20,100,0.16,0.04,0.2,0.4,1,0.14
"3474","LOO",3,20,100,0.16,0.04,0.2,0.4,1,0.14
"3475","DIC",4,20,100,0.16,0.04,0.2,0.4,1,0
"3476","WAIC",4,20,100,0.16,0.04,0.2,0.4,1,0
"3477","LOO",4,20,100,0.16,0.04,0.2,0.4,1,0
"3478","DIC",5,20,100,0.16,0.04,0.2,0.4,1,0.09
"3479","WAIC",5,20,100,0.16,0.04,0.2,0.4,1,0.13
"3480","LOO",5,20,100,0.16,0.04,0.2,0.4,1,0.14
"3481","DIC",1,50,100,0.16,0.04,0.2,0.4,1,0.77
"3482","WAIC",1,50,100,0.16,0.04,0.2,0.4,1,0.77
"3483","LOO",1,50,100,0.16,0.04,0.2,0.4,1,0.77
"3484","DIC",2,50,100,0.16,0.04,0.2,0.4,1,0
"3485","WAIC",2,50,100,0.16,0.04,0.2,0.4,1,0
"3486","LOO",2,50,100,0.16,0.04,0.2,0.4,1,0
"3487","DIC",3,50,100,0.16,0.04,0.2,0.4,1,0.09
"3488","WAIC",3,50,100,0.16,0.04,0.2,0.4,1,0.08
"3489","LOO",3,50,100,0.16,0.04,0.2,0.4,1,0.08
"3490","DIC",4,50,100,0.16,0.04,0.2,0.4,1,0
"3491","WAIC",4,50,100,0.16,0.04,0.2,0.4,1,0
"3492","LOO",4,50,100,0.16,0.04,0.2,0.4,1,0
"3493","DIC",5,50,100,0.16,0.04,0.2,0.4,1,0.14
"3494","WAIC",5,50,100,0.16,0.04,0.2,0.4,1,0.15
"3495","LOO",5,50,100,0.16,0.04,0.2,0.4,1,0.15
"3496","DIC",1,70,100,0.16,0.04,0.2,0.4,1,0.72
"3497","WAIC",1,70,100,0.16,0.04,0.2,0.4,1,0.71
"3498","LOO",1,70,100,0.16,0.04,0.2,0.4,1,0.7
"3499","DIC",2,70,100,0.16,0.04,0.2,0.4,1,0
"3500","WAIC",2,70,100,0.16,0.04,0.2,0.4,1,0
"3501","LOO",2,70,100,0.16,0.04,0.2,0.4,1,0
"3502","DIC",3,70,100,0.16,0.04,0.2,0.4,1,0.06
"3503","WAIC",3,70,100,0.16,0.04,0.2,0.4,1,0.07
"3504","LOO",3,70,100,0.16,0.04,0.2,0.4,1,0.08
"3505","DIC",4,70,100,0.16,0.04,0.2,0.4,1,0
"3506","WAIC",4,70,100,0.16,0.04,0.2,0.4,1,0
"3507","LOO",4,70,100,0.16,0.04,0.2,0.4,1,0
"3508","DIC",5,70,100,0.16,0.04,0.2,0.4,1,0.22
"3509","WAIC",5,70,100,0.16,0.04,0.2,0.4,1,0.22
"3510","LOO",5,70,100,0.16,0.04,0.2,0.4,1,0.22
"3511","DIC",1,20,10,0.04,0.16,0.2,0.4,1,0.69
"3512","WAIC",1,20,10,0.04,0.16,0.2,0.4,1,0.71
"3513","LOO",1,20,10,0.04,0.16,0.2,0.4,1,0.71
"3514","DIC",2,20,10,0.04,0.16,0.2,0.4,1,0.04
"3515","WAIC",2,20,10,0.04,0.16,0.2,0.4,1,0.02
"3516","LOO",2,20,10,0.04,0.16,0.2,0.4,1,0.02
"3517","DIC",3,20,10,0.04,0.16,0.2,0.4,1,0.1
"3518","WAIC",3,20,10,0.04,0.16,0.2,0.4,1,0.13
"3519","LOO",3,20,10,0.04,0.16,0.2,0.4,1,0.12
"3520","DIC",4,20,10,0.04,0.16,0.2,0.4,1,0
"3521","WAIC",4,20,10,0.04,0.16,0.2,0.4,1,0
"3522","LOO",4,20,10,0.04,0.16,0.2,0.4,1,0
"3523","DIC",5,20,10,0.04,0.16,0.2,0.4,1,0.17
"3524","WAIC",5,20,10,0.04,0.16,0.2,0.4,1,0.14
"3525","LOO",5,20,10,0.04,0.16,0.2,0.4,1,0.15
"3526","DIC",1,50,10,0.04,0.16,0.2,0.4,1,0.72
"3527","WAIC",1,50,10,0.04,0.16,0.2,0.4,1,0.7
"3528","LOO",1,50,10,0.04,0.16,0.2,0.4,1,0.7
"3529","DIC",2,50,10,0.04,0.16,0.2,0.4,1,0
"3530","WAIC",2,50,10,0.04,0.16,0.2,0.4,1,0
"3531","LOO",2,50,10,0.04,0.16,0.2,0.4,1,0
"3532","DIC",3,50,10,0.04,0.16,0.2,0.4,1,0.14
"3533","WAIC",3,50,10,0.04,0.16,0.2,0.4,1,0.15
"3534","LOO",3,50,10,0.04,0.16,0.2,0.4,1,0.15
"3535","DIC",4,50,10,0.04,0.16,0.2,0.4,1,0
"3536","WAIC",4,50,10,0.04,0.16,0.2,0.4,1,0
"3537","LOO",4,50,10,0.04,0.16,0.2,0.4,1,0
"3538","DIC",5,50,10,0.04,0.16,0.2,0.4,1,0.14
"3539","WAIC",5,50,10,0.04,0.16,0.2,0.4,1,0.15
"3540","LOO",5,50,10,0.04,0.16,0.2,0.4,1,0.15
"3541","DIC",1,70,10,0.04,0.16,0.2,0.4,1,0.68
"3542","WAIC",1,70,10,0.04,0.16,0.2,0.4,1,0.67
"3543","LOO",1,70,10,0.04,0.16,0.2,0.4,1,0.66
"3544","DIC",2,70,10,0.04,0.16,0.2,0.4,1,0
"3545","WAIC",2,70,10,0.04,0.16,0.2,0.4,1,0
"3546","LOO",2,70,10,0.04,0.16,0.2,0.4,1,0
"3547","DIC",3,70,10,0.04,0.16,0.2,0.4,1,0.18
"3548","WAIC",3,70,10,0.04,0.16,0.2,0.4,1,0.19
"3549","LOO",3,70,10,0.04,0.16,0.2,0.4,1,0.21
"3550","DIC",4,70,10,0.04,0.16,0.2,0.4,1,0
"3551","WAIC",4,70,10,0.04,0.16,0.2,0.4,1,0
"3552","LOO",4,70,10,0.04,0.16,0.2,0.4,1,0
"3553","DIC",5,70,10,0.04,0.16,0.2,0.4,1,0.14
"3554","WAIC",5,70,10,0.04,0.16,0.2,0.4,1,0.14
"3555","LOO",5,70,10,0.04,0.16,0.2,0.4,1,0.13
"3556","DIC",1,20,50,0.04,0.16,0.2,0.4,1,0.74
"3557","WAIC",1,20,50,0.04,0.16,0.2,0.4,1,0.74
"3558","LOO",1,20,50,0.04,0.16,0.2,0.4,1,0.74
"3559","DIC",2,20,50,0.04,0.16,0.2,0.4,1,0
"3560","WAIC",2,20,50,0.04,0.16,0.2,0.4,1,0
"3561","LOO",2,20,50,0.04,0.16,0.2,0.4,1,0
"3562","DIC",3,20,50,0.04,0.16,0.2,0.4,1,0.09
"3563","WAIC",3,20,50,0.04,0.16,0.2,0.4,1,0.1
"3564","LOO",3,20,50,0.04,0.16,0.2,0.4,1,0.1
"3565","DIC",4,20,50,0.04,0.16,0.2,0.4,1,0
"3566","WAIC",4,20,50,0.04,0.16,0.2,0.4,1,0
"3567","LOO",4,20,50,0.04,0.16,0.2,0.4,1,0
"3568","DIC",5,20,50,0.04,0.16,0.2,0.4,1,0.17
"3569","WAIC",5,20,50,0.04,0.16,0.2,0.4,1,0.16
"3570","LOO",5,20,50,0.04,0.16,0.2,0.4,1,0.16
"3571","DIC",1,50,50,0.04,0.16,0.2,0.4,1,0.71
"3572","WAIC",1,50,50,0.04,0.16,0.2,0.4,1,0.7
"3573","LOO",1,50,50,0.04,0.16,0.2,0.4,1,0.7
"3574","DIC",2,50,50,0.04,0.16,0.2,0.4,1,0
"3575","WAIC",2,50,50,0.04,0.16,0.2,0.4,1,0
"3576","LOO",2,50,50,0.04,0.16,0.2,0.4,1,0
"3577","DIC",3,50,50,0.04,0.16,0.2,0.4,1,0.13
"3578","WAIC",3,50,50,0.04,0.16,0.2,0.4,1,0.15
"3579","LOO",3,50,50,0.04,0.16,0.2,0.4,1,0.15
"3580","DIC",4,50,50,0.04,0.16,0.2,0.4,1,0
"3581","WAIC",4,50,50,0.04,0.16,0.2,0.4,1,0
"3582","LOO",4,50,50,0.04,0.16,0.2,0.4,1,0
"3583","DIC",5,50,50,0.04,0.16,0.2,0.4,1,0.16
"3584","WAIC",5,50,50,0.04,0.16,0.2,0.4,1,0.15
"3585","LOO",5,50,50,0.04,0.16,0.2,0.4,1,0.15
"3586","DIC",1,70,50,0.04,0.16,0.2,0.4,1,0.76
"3587","WAIC",1,70,50,0.04,0.16,0.2,0.4,1,0.75
"3588","LOO",1,70,50,0.04,0.16,0.2,0.4,1,0.77
"3589","DIC",2,70,50,0.04,0.16,0.2,0.4,1,0
"3590","WAIC",2,70,50,0.04,0.16,0.2,0.4,1,0
"3591","LOO",2,70,50,0.04,0.16,0.2,0.4,1,0
"3592","DIC",3,70,50,0.04,0.16,0.2,0.4,1,0.12
"3593","WAIC",3,70,50,0.04,0.16,0.2,0.4,1,0.12
"3594","LOO",3,70,50,0.04,0.16,0.2,0.4,1,0.12
"3595","DIC",4,70,50,0.04,0.16,0.2,0.4,1,0
"3596","WAIC",4,70,50,0.04,0.16,0.2,0.4,1,0
"3597","LOO",4,70,50,0.04,0.16,0.2,0.4,1,0
"3598","DIC",5,70,50,0.04,0.16,0.2,0.4,1,0.12
"3599","WAIC",5,70,50,0.04,0.16,0.2,0.4,1,0.13
"3600","LOO",5,70,50,0.04,0.16,0.2,0.4,1,0.11
"3601","DIC",1,20,100,0.04,0.16,0.2,0.4,1,0.75
"3602","WAIC",1,20,100,0.04,0.16,0.2,0.4,1,0.74
"3603","LOO",1,20,100,0.04,0.16,0.2,0.4,1,0.73
"3604","DIC",2,20,100,0.04,0.16,0.2,0.4,1,0
"3605","WAIC",2,20,100,0.04,0.16,0.2,0.4,1,0
"3606","LOO",2,20,100,0.04,0.16,0.2,0.4,1,0
"3607","DIC",3,20,100,0.04,0.16,0.2,0.4,1,0.11
"3608","WAIC",3,20,100,0.04,0.16,0.2,0.4,1,0.12
"3609","LOO",3,20,100,0.04,0.16,0.2,0.4,1,0.12
"3610","DIC",4,20,100,0.04,0.16,0.2,0.4,1,0
"3611","WAIC",4,20,100,0.04,0.16,0.2,0.4,1,0
"3612","LOO",4,20,100,0.04,0.16,0.2,0.4,1,0
"3613","DIC",5,20,100,0.04,0.16,0.2,0.4,1,0.14
"3614","WAIC",5,20,100,0.04,0.16,0.2,0.4,1,0.14
"3615","LOO",5,20,100,0.04,0.16,0.2,0.4,1,0.15
"3616","DIC",1,50,100,0.04,0.16,0.2,0.4,1,0.65
"3617","WAIC",1,50,100,0.04,0.16,0.2,0.4,1,0.62
"3618","LOO",1,50,100,0.04,0.16,0.2,0.4,1,0.62
"3619","DIC",2,50,100,0.04,0.16,0.2,0.4,1,0
"3620","WAIC",2,50,100,0.04,0.16,0.2,0.4,1,0
"3621","LOO",2,50,100,0.04,0.16,0.2,0.4,1,0
"3622","DIC",3,50,100,0.04,0.16,0.2,0.4,1,0.15
"3623","WAIC",3,50,100,0.04,0.16,0.2,0.4,1,0.17
"3624","LOO",3,50,100,0.04,0.16,0.2,0.4,1,0.17
"3625","DIC",4,50,100,0.04,0.16,0.2,0.4,1,0
"3626","WAIC",4,50,100,0.04,0.16,0.2,0.4,1,0
"3627","LOO",4,50,100,0.04,0.16,0.2,0.4,1,0
"3628","DIC",5,50,100,0.04,0.16,0.2,0.4,1,0.2
"3629","WAIC",5,50,100,0.04,0.16,0.2,0.4,1,0.21
"3630","LOO",5,50,100,0.04,0.16,0.2,0.4,1,0.21
"3631","DIC",1,70,100,0.04,0.16,0.2,0.4,1,0.59
"3632","WAIC",1,70,100,0.04,0.16,0.2,0.4,1,0.61
"3633","LOO",1,70,100,0.04,0.16,0.2,0.4,1,0.57
"3634","DIC",2,70,100,0.04,0.16,0.2,0.4,1,0
"3635","WAIC",2,70,100,0.04,0.16,0.2,0.4,1,0
"3636","LOO",2,70,100,0.04,0.16,0.2,0.4,1,0
"3637","DIC",3,70,100,0.04,0.16,0.2,0.4,1,0.21
"3638","WAIC",3,70,100,0.04,0.16,0.2,0.4,1,0.18
"3639","LOO",3,70,100,0.04,0.16,0.2,0.4,1,0.19
"3640","DIC",4,70,100,0.04,0.16,0.2,0.4,1,0
"3641","WAIC",4,70,100,0.04,0.16,0.2,0.4,1,0
"3642","LOO",4,70,100,0.04,0.16,0.2,0.4,1,0
"3643","DIC",5,70,100,0.04,0.16,0.2,0.4,1,0.2
"3644","WAIC",5,70,100,0.04,0.16,0.2,0.4,1,0.21
